Id,Title,Description,Price,Original Price,Brand,Category id,Size id,Condition,Color,Secondary color,Images,Quantity,Shipping weight,Shipping weight unit,Shipping height,Shipping width,Shipping length,Domestic shipping price,Worldwide shipping price,Free domestic shipping,Free worldwide shipping,Tags,SKU,Who made,When made,Smart pricing,Smart pricing price,Accept offers,Is auction,Auction starting price,Cost of Goods,Internal note
,Waist Gang Society Waist Trainer Black Lace Womens XS Underbust Corset Cincher,"Very Good Condition
Size: 28/29 (Measurements provided on the images)
Era: 2010s

🧵Material: Nylon and spandex
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Waist Gang Society waist trainer in black with a floral lace overlay, three rows of hook-and-eye fastenings down the front and flexible boning through the panels. Colombian made, shaped to nip the waist under clothing.",16.99,,Waist Gang Society,160b6822-2a37-36b5-95f9-21900af04859,02d57f77-78f5-0f68-8e09-b5a195e78035,VeryGood,Black,,026_01.jpg|026_02.jpg|026_03.jpg|026_04.jpg|026_05.jpg|026_06.jpg|026_07.jpg|026_08.jpg,1,250,Grams,,,,2.95,,FALSE,FALSE,waist gang society|waist|gang|society|trainer|black|lace|womens|xs|underbust|corset|cincher,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer
,Waist Trainer Purple Latex Womens XS Underbust Corset Waist Cincher Body Shaper,"Very Good Condition
Size: XS (Measurements provided on the images)
Era: 2010s

🧵Material: Latex core with a cotton-blend lining
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Latex waist trainer in bright purple with contrast black binding, a single row of hook-and-eye fastenings down the front and flexible boning through the panels. Shaped to nip the waist under clothing. One speckle of a mark on the back - indistinct and hard to notice (see images).",13.99,,,160b6822-2a37-36b5-95f9-21900af04859,02d57f77-78f5-0f68-8e09-b5a195e78035,VeryGood,Purple,Black,027_01.jpg|027_02.jpg|027_03.jpg|027_04.jpg|027_05.jpg|027_06.jpg|027_07.jpg|027_08.jpg,1,240,Grams,,,,2.95,,FALSE,FALSE,waist|trainer|purple|latex|womens|xs|underbust|corset|cincher|body|shaper,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer
,YIANNA Waist Trainer Black Latex Womens XS Underbust Corset Cincher Straps,"Very Good Condition
Size: XS (Measurements provided on the images)
Era: 2010s

🧵Material: Lining: 96% Cotton / 4% Spandex, Core: 100% Latex
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: YIANNA latex waist trainer in black with three rows of hook-and-eye fastenings down the front, flexible steel boning through the panels and detachable adjustable shoulder straps. Latex core with a cotton-blend lining.",17.99,,YIANNA,160b6822-2a37-36b5-95f9-21900af04859,02d57f77-78f5-0f68-8e09-b5a195e78035,VeryGood,Black,,028_01.jpg|028_02.jpg|028_03.jpg|028_04.jpg|028_05.jpg|028_06.jpg|028_07.jpg|028_08.jpg|028_09.jpg|028_10.jpg|028_11.jpg|028_12.jpg|028_13.jpg,1,250,Grams,,,,2.95,,FALSE,FALSE,yianna|waist|trainer|black|latex|womens|xs|underbust|corset|cincher|straps,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer
,Maidenform Waist Cincher Beige Vintage Womens Medium Brocade Waist Nipper,"Very Good Condition
Size: Medium (Measurements provided on the images)
Era: 1990s

🧵Material: Nylon blend brocade
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vintage Maidenform waist cincher in champagne beige with an all-over floral brocade and vertical boning through the panels. Measures about 13.5in flat across and 11.5in deep - a waist nipper worn under clothing, not a skirt.",12.99,,Maidenform,160b6822-2a37-36b5-95f9-21900af04859,fb288854-9af5-1e28-20b7-2837ee7b6aed,VeryGood,Beige,,029_01.jpg|029_02.jpg|029_03.jpg|029_04.jpg|029_05.jpg|029_06.jpg|029_07.jpg|029_08.jpg|029_09.jpg|029_10.jpg,1,200,Grams,,,,2.95,,FALSE,FALSE,maidenform|waist|cincher|beige|vintage|womens|medium|brocade|nipper,VWM - Women's Y2K Mix,SomeoneElse,From1990s,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Cincher
,Pendleton Cardigan Red Vintage Wool Womens Size 12 Cropped Jacket Made In USA,"Very Good Condition
Size: 12 (Measurements provided on the images)
Era: Before 2007 - 1960s to 1970s

🧵Material: Virgin wool
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vintage Pendleton wool cardigan jacket in bright red with a rounded notch collar and faceted silver-tone shank buttons down the front. Cropped boxy cut with bracelet-length sleeves. Made in USA.",24.99,,Pendleton,bd8faf62-88ba-8f4c-28e7-6d76f491596f,b896e70a-0bd6-018f-731f-07ba20f01b6e,VeryGood,Red,Silver,030_01.jpg|030_02.jpg|030_03.jpg|030_04.jpg|030_05.jpg|030_06.jpg|030_07.jpg|030_08.jpg|030_09.jpg|030_10.jpg|030_11.jpg|030_12.jpg|030_13.jpg|030_14.jpg,1,520,Grams,,,,2.95,,FALSE,FALSE,pendleton|cardigan|red|vintage|wool|womens|size|12|cropped|jacket|made|usa,VWM - Women's Y2K Mix,SomeoneElse,Before2007,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Cardigan | Neckline: Round Neck | Sleeve length: Long Sleeve
,Urban Outfitters Crop Top Orange Womens Small Shirred Bandeau Rust Summer Cami,"Very Good Condition
Size: Small (no size label - owner's estimate, unconfirmed) (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Urban Outfitters crop top in dark burnt orange with a fully shirred stretch body and ruffle trim at the bust and hem. Fine adjustable ties at the shoulder.",12.99,,Urban Outfitters,342f3348-612c-6d04-425d-b46d04c8435e,0a197135-09d9-7a16-9bc8-9fe09264a06a,VeryGood,Orange,,031_01.jpg|031_02.jpg|031_03.jpg|031_04.jpg|031_05.jpg|031_06.jpg|031_07.jpg|031_08.jpg,1,150,Grams,,,,2.95,,FALSE,FALSE,urban outfitters|urban|outfitters|crop|top|orange|womens|small|shirred|bandeau|rust|summer|cami,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Cami | Neckline: Square Neck | Sleeve length: Sleeveless
,Vigoss Y2K Denim Shorts Blue Womens Size 16 Embellished Bling Pocket Hot Pants,"Very Good Condition
Size: 15/16 (US junior sizing - approx. UK 16), 3.5in inseam (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vigoss denim shorts in a light faded blue wash with rhinestone and embroidery detailing across the flap back pockets. Five-pocket cut with a raw turn-up hem and a 3.5in inseam.",16.99,,Vigoss,0775c812-18b6-3a19-7571-28e35f6e0919,56e831c3-9d80-8f60-8607-aef663a28e0b,VeryGood,Blue,,032_01.jpg|032_02.jpg|032_03.jpg|032_04.jpg|032_05.jpg|032_06.jpg|032_07.jpg|032_08.jpg|032_09.jpg,1,320,Grams,,,,2.95,,FALSE,FALSE,vigoss|y2k|denim|shorts|blue|womens|size|16|embellished|bling|pocket|hot|pants,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Hot Pants
,Calvin Klein Tie Purple Mens Silk Vintage Plain Solid Necktie Formal Wedding,"Very Good Condition
Size: One size (Measurements provided on the images)
Era: 2000s

🧵Material: Silk
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Calvin Klein necktie in solid deep purple with a subtle woven sheen. Slim blade, keeper loop and a self-fabric tipping.",9.99,,Calvin Klein,8bd55587-9aee-7bf6-0bff-c4ad3a792984,,VeryGood,Purple,,033_01.jpg|033_02.jpg|033_03.jpg|033_04.jpg|033_05.jpg,1,100,Grams,,,,2.95,,FALSE,FALSE,calvin klein|calvin|klein|tie|purple|mens|silk|vintage|plain|solid|necktie|formal|wedding,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Unisex Adults | Style: Necktie
,Birkenstock Arizona Sandals Rose Gold Womens UK 2 EU 34 Copper Two Strap,"Very Good Condition
Size: EU 34 (UK 2) (Measurements provided on the images)
Era: 2010s

🧵Material: Leather upper with cork footbed
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Birkenstock Arizona two-strap sandals in metallic rose gold with adjustable buckle straps over a contoured cork footbed. Inner footbed a bit worn with dark marks, believed to be water damage. Exterior: bottom soles, leather and cork all in very good condition.",29.99,,Birkenstock,8ca295e3-4da1-60b0-9788-b5ab12598d45,e097cb28-240e-3a14-3d6c-97e36b74807c,VeryGood,Gold,Brown,034_01.jpg|034_02.jpg|034_03.jpg|034_04.jpg|034_05.jpg|034_06.jpg|034_07.jpg|034_08.jpg|034_09.jpg|034_10.jpg,1,820,Grams,,,,2.95,,FALSE,FALSE,birkenstock|arizona|sandals|rose|gold|womens|uk|2|eu|34|copper|two|strap,SF - Birkenstock,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,,Department: Women | Style: Slide
,Ralph Lauren Y2K Jumper Orange Womens Size 8 10 Cotton Crew Neck Sweater,"Satisfactory Condition
Size: 8-10 (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton knit
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Ralph Lauren crew neck jumper in bright orange with the navy embroidered pony at the chest. Fine cotton knit with a ribbed neckline, cuffs and hem. Marks on the front (see images).",9.99,,Ralph Lauren,b37101d8-8d9e-0f1f-0948-ac72e18fa171,817dd165-3eaf-7207-04a6-cb04886d7fc7,Fair,Orange,Navy,035_01.jpg|035_02.jpg|035_03.jpg|035_04.jpg|035_05.jpg|035_06.jpg|035_07.jpg|035_08.jpg|035_09.jpg|035_10.jpg|035_11.jpg,1,420,Grams,,,,2.95,,FALSE,FALSE,ralph lauren|ralph|lauren|y2k|jumper|orange|womens|size|8|10|cotton|crew|neck|sweater,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Pullover | Neckline: Crew Neck | Sleeve length: Long Sleeve
,Nike Y2K Track Bottoms Teal Womens Large Vintage Woven Trackies Side Stripe,"Very Good Condition
Size: Large (12-14) Women's (Measurements provided on the images)
Era: 2000s

🧵Material: Nylon
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Nike woven track bottoms in teal with a single white stripe down each outer leg and a small embroidered swoosh at the hip. Elasticated drawcord waist, side pockets and a zipped ankle vent.",19.99,,Nike,729c0daf-04f6-8c9c-0bd6-9706f8013207,903b02f6-1f5a-36ed-6620-bfae7fb51f8f,VeryGood,Turquoise,White,036_01.jpg|036_02.jpg|036_03.jpg|036_04.jpg|036_05.jpg|036_06.jpg|036_07.jpg,1,400,Grams,,,,2.95,,FALSE,FALSE,nike|y2k|track|bottoms|teal|womens|large|vintage|woven|trackies|side|stripe,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Track Pants | Outer Shell Material: Nylon
,Vigoss Y2K Capri Jeans Blue Womens Size 12 Three Quarter Cropped Embellished,"Very Good Condition
Size: Size 8 (waist approx. 30in), 21in inseam (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vigoss capri jeans in a light faded blue wash with embroidery and rhinestone detailing across the flap back pockets. Five-pocket cut with a 21in inseam and a cropped three-quarter leg.",14.99,,Vigoss,8777c2fa-0018-2987-2c70-5fc5d482539b,b896e70a-0bd6-018f-731f-07ba20f01b6e,VeryGood,Blue,,037_01.jpg|037_02.jpg|037_03.jpg|037_04.jpg|037_05.jpg|037_06.jpg|037_07.jpg|037_08.jpg|037_09.jpg|037_10.jpg|037_11.jpg,1,450,Grams,,,,2.95,,FALSE,FALSE,vigoss|y2k|capri|jeans|blue|womens|size|12|three|quarter|cropped|embellished,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Capri
,True Religion Y2K Jeans Blue Turquoise Womens Straight Leg Flap Pocket Denim,"Very Good Condition
Size: See measurements on the images
Era: 2000s to 2010s

🧵Material: Cotton twill
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: True Religion trousers in bright turquoise cotton twill with the signature flap back pockets and thick contrast topstitching. Five-pocket cut with a branded shank button and a straight leg.",29.99,,True Religion,15fcb983-043b-67e5-131e-fe8c3f7e8b9d,,VeryGood,Turquoise,,038_01.jpg|038_02.jpg|038_03.jpg|038_04.jpg|038_05.jpg|038_06.jpg|038_07.jpg,1,520,Grams,,,,2.95,,FALSE,FALSE,true religion|true|religion|y2k|jeans|blue|turquoise|womens|straight|leg|flap|pocket|denim,VWM - Women's Y2K Mix,SomeoneElse,From2007To2009,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Straight Leg
,True Religion Y2K Jeans Blue Womens Waist 24 Bootcut Flap Pocket Denim Low Rise,"Very Good Condition
Size: 24 (waist) (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton denim
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K True Religion jeans in a mid blue wash with the signature horseshoe-stitched flap back pockets and heavy contrast topstitching. Low-rise five-pocket cut with a boot cut leg.",29.99,,True Religion,91c006ba-7db1-4bf7-7856-f11fad4526e2,54734122-89e5-5be8-7871-d53c5ce3861d,VeryGood,Blue,,039_01.jpg|039_02.jpg|039_03.jpg|039_04.jpg|039_05.jpg|039_06.jpg|039_07.jpg|039_08.jpg|039_09.jpg|039_10.jpg|039_11.jpg|039_12.jpg|039_13.jpg,1,560,Grams,,,,2.95,,FALSE,FALSE,true religion|true|religion|y2k|jeans|blue|womens|waist|24|bootcut|flap|pocket|denim|low|rise,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Boot Cut
,Ralph Lauren Shirt Pink Womens Size 6 Oxford Button Down Slim Fit Long Sleeve,"Good Vintage Condition
Size: 6 (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton oxford
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Ralph Lauren oxford shirt in soft pink with the embroidered pony at the chest. Button-down collar, full button placket, a single-button cuff and a curved shirt tail hem. Super Slim Fit. Pink marks on the front (see images).",12.00,,Ralph Lauren,ccf577d4-1398-7c82-2ea9-569848ab636e,808d6bf9-a57f-68f6-84b1-75dd78365695,Good,Pink,,040_01.jpg|040_02.jpg|040_03.jpg|040_04.jpg|040_05.jpg|040_06.jpg|040_07.jpg|040_08.jpg|040_09.jpg|040_10.jpg,1,300,Grams,,,,2.95,,FALSE,FALSE,ralph lauren|ralph|lauren|shirt|pink|womens|size|6|oxford|button|down|slim|fit|long|sleeve,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Type: Button-Up | Neckline: Collared | Sleeve length: Long Sleeve
,Y Jeans Y2K Bootcut Blue Womens Size 00 UK 4 Low Rise Flare Denim Embellished,"Very Good Condition
Size: 00 (US double-zero = UK 4, waist approx. 23-24in) (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y Jeans bootcut jeans in a mid blue wash with heavy white contrast topstitching and studded flap back pockets. Low-rise five-pocket cut with a long flared leg.",12.99,,Y Jeans,91c006ba-7db1-4bf7-7856-f11fad4526e2,7be05fd5-6f06-5983-2155-27b597188fe2,VeryGood,Blue,,041_01.jpg|041_02.jpg|041_03.jpg|041_04.jpg|041_05.jpg|041_06.jpg|041_07.jpg|041_08.jpg|041_09.jpg,1,540,Grams,,,,2.95,,FALSE,FALSE,y jeans|y|jeans|y2k|bootcut|blue|womens|size|00|uk|4|low|rise|flare|denim|embellished,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Boot Cut
,Juicy Couture Y2K Track Pants Peach Velour Womens XL Vintage Bottoms Rhinestone,"Very Good Condition
Size: XL (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton and polyester velour
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture velour track bottoms in peach with a rhinestone JUICY logo across the back. Elasticated drawcord waist, side pockets and a wide flared leg.",22.99,,Juicy Couture,729c0daf-04f6-8c9c-0bd6-9706f8013207,3d0d4408-03e4-6ea2-7468-c9d4a5540d55,VeryGood,Apricot,,042_01.jpg|042_02.jpg|042_03.jpg|042_04.jpg|042_05.jpg|042_06.jpg|042_07.jpg|042_08.jpg,1,460,Grams,,,,2.95,,FALSE,FALSE,juicy couture|juicy|couture|y2k|track|pants|peach|velour|womens|xl|vintage|bottoms|rhinestone,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Track Pants
,Juicy Couture Y2K Track Pants Purple Velour Womens Vintage Crushed Bottoms Logo,"Very Good Condition
Size: See measurements on the images
Era: 2000s

🧵Material: Cotton and polyester velour
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture crushed velour track bottoms in deep purple with a tonal embroidered Juicy crest at the hip. Contrast ribbed waistband with a drawcord and a wide flared leg.",24.99,,Juicy Couture,729c0daf-04f6-8c9c-0bd6-9706f8013207,,VeryGood,Purple,,043_01.jpg|043_02.jpg|043_03.jpg|043_04.jpg|043_05.jpg|043_06.jpg|043_07.jpg|043_08.jpg,1,470,Grams,,,,2.95,,FALSE,FALSE,juicy couture|juicy|couture|y2k|track|pants|purple|velour|womens|vintage|crushed|bottoms|logo,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Track Pants
,Silver Jeans Denim Shorts Blue Womens Waist 31 Suki Mid Short Dark Wash Bermuda,"Very Good Condition
Size: Waist 31 (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Silver Jeans Co. Suki Mid Short in a dark blue wash with contrast stitching and the signature S embroidery across the back pockets. Mid-rise five-pocket cut with a turn-up hem.",16.99,,Silver Jeans Co.,0775c812-18b6-3a19-7571-28e35f6e0919,71d7e56c-0737-3a55-5936-6639f3aa3756,VeryGood,Blue,,044_01.jpg|044_02.jpg|044_03.jpg|044_04.jpg|044_05.jpg|044_06.jpg|044_07.jpg|044_08.jpg|044_09.jpg|044_10.jpg,1,340,Grams,,,,2.95,,FALSE,FALSE,silver jeans co.|silver|jeans|denim|shorts|blue|womens|waist|31|suki|mid|short|dark|wash|bermuda,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bermuda
,Dominique Y2K Bustier Bra Black Lace 32A Strapless Longline Corset Bridal,"Very Good Condition
Size: 32A (Measurements provided on the images)
Era: 2000s

🧵Material: Nylon and lace
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Dominique strapless longline bustier bra in black with an all-over floral lace overlay and moulded seamed cups. Boned body, front busk closure and a scalloped hem, ending at the waist.",8.99,,Dominique,50c859ef-6643-4faf-1f4f-903ee3c155cc,ca84106f-7843-7f9b-474a-94a486fe9972,VeryGood,Black,,045_01.jpg|045_02.jpg|045_03.jpg|045_04.jpg|045_05.jpg|045_06.jpg|045_07.jpg,1,210,Grams,,,,2.95,,FALSE,FALSE,dominique|y2k|bustier|bra|black|lace|32a|strapless|longline|corset|bridal,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bustier | Neckline: Square Neck | Sleeve length: Sleeveless
